symbol,company_name,yahoo_ticker,industry,sector,trailing_pe,forward_pe,peg_ratio,price_to_book,debt_to_equity,return_on_equity,return_on_assets,profit_margins,market_cap,promoter_holding_proxy_pct,industry_median_pe,company_news_sentiment,ceo_commentary_sentiment,pe_assessment,score,reason_summary,return_potential_flag
BHARTIARTL,Bharti Airtel Limited,BHARTIARTL.NS,Telecom Services,Communication Services,39.063614,29.137592,,9.649808,117.095,0.23125,0.07774,0.14937,12045276676096.0,51.32299999999999,43.571967,,,undervalued_vs_industry,8,PE favorable; Forward PE improving; High ROE; Healthy margins; High insider/promoter proxy,High Potential
HCLTECH,HCL Technologies Limited,HCLTECH.NS,Information Technology Services,Technology,23.6968,19.56403,,5.263014,9.747,0.23188,0.12874,0.13024999,3886669889536.0,62.653000000000006,23.156301499999998,,,fair_vs_industry,8,PE acceptable; Forward PE improving; High ROE; Healthy margins; Manageable debt; High insider/promoter proxy,High Potential
CRISIL,CRISIL Limited,CRISIL.NS,Financial Data & Stock Exchanges,Financial Services,43.669918,31.257553,,11.011213,9.785,0.27366,0.13948,0.20992,334262992896.0,71.88799999999999,43.669918,,,fair_vs_industry,8,PE acceptable; Forward PE improving; High ROE; Healthy margins; Manageable debt; High insider/promoter proxy,High Potential
HEXT,Hexaware Technologies Limited,HEXT.NS,Information Technology Services,Technology,23.529812,18.985508,,5.026486,10.783,0.23455,0.11734,0.10195,317438787584.0,75.238,23.156301499999998,,,fair_vs_industry,8,PE acceptable; Forward PE improving; High ROE; Healthy margins; Manageable debt; High insider/promoter proxy,High Potential
AJAXENGG,Ajax Engineering Limited,AJAXENGG.NS,Farm & Heavy Construction Machinery,Industrials,25.440104,19.306326,,4.4672585,0.043,0.22328,0.13101,0.11331,55882002432.0,82.294,27.0061245,,,fair_vs_industry,8,PE acceptable; Forward PE improving; High ROE; Healthy margins; Manageable debt; High insider/promoter proxy,High Potential
ACCELYA,Accelya Solutions India Limited,ACCELYA.NS,Information Technology Services,Technology,16.394123,18.897764,,6.717812,33.047,0.39095002,0.21795,0.20044,17710393344.0,77.037,23.156301499999998,,,undervalued_vs_industry,8,PE favorable; High ROE; Healthy margins; Manageable debt; High insider/promoter proxy,High Potential
BEL,Bharat Electronics Limited,BEL.NS,Aerospace & Defense,Industrials,54.0625,44.61482,,14.9664135,0.273,,,0.22475,3224708841472.0,53.198004,61.2582225,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
HAL,Hindustan Aeronautics Limited,HAL.NS,Aerospace & Defense,Industrials,31.34867,27.855894,,7.513202,0.031,,,0.27084,2788791681024.0,71.639,61.2582225,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
COALINDIA,Coal India Limited,COALINDIA.NS,Thermal Coal,Energy,8.742002,7.87757,,2.4757857,12.976,,,0.23179,2610223644672.0,63.137,9.7691,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
BANKBARODA,Bank of Baroda,BANKBARODA.NS,Banks - Regional,Financial Services,8.21068,7.886443,,0.97278833,,0.12813,0.01044,0.29962,1598209392640.0,65.81700000000001,10.729022,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Decent ROE; Healthy margins; High insider/promoter proxy,Watchlist
HDFCLIFE,HDFC Life Insurance Company Limited,HDFCLIFE.NS,Insurance - Life,Financial Services,83.36957,65.545715,,8.924067,17.607,0.11316,0.0036700002,0.01815,1571753426944.0,55.971000000000004,99.211713,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Decent ROE; Manageable debt; High insider/promoter proxy,Watchlist
CANBK,Canara Bank,CANBK.NS,Banks - Regional,Financial Services,6.9218674,7.166361,,1.1917278,,0.18215,0.01169,0.34346,1398240837632.0,62.934,10.729022,,,undervalued_vs_industry,7,PE favorable; High ROE; Healthy margins; High insider/promoter proxy,Watchlist
ABB,ABB India Limited,ABB.NS,Specialty Industrial Machinery,Industrials,71.94184,57.623768,,16.187687,1.082,0.22391,0.091120005,0.12636,1268769095680.0,75.318,41.679718,,,overvalued_vs_industry,7,Forward PE improving; High ROE; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
DRREDDY,Dr. Reddy's Laboratories Limited,DRREDDY.NS,Drug Manufacturers - Specialty & Generic,Healthcare,18.868258,23.28393,,2.8628285,18.026,0.161,0.079569995,0.16363001,1066020306944.0,29.455,27.370273500000003,,,undervalued_vs_industry,7,PE favorable; High ROE; Healthy margins; Manageable debt; Moderate insider/promoter proxy,Watchlist
BHARTIHEXA,Bharti Hexacom Limited,BHARTIHEXA.NS,Telecom Services,Communication Services,48.08032,32.953976,,12.563446,94.665,0.28811002,0.090629995,0.19015,844050006016.0,85.0,43.571967,,,fair_vs_industry,7,PE acceptable; Forward PE improving; High ROE; Healthy margins; High insider/promoter proxy,Watchlist
BANKINDIA,Bank of India,BANKINDIA.NS,Banks - Regional,Financial Services,7.9601297,7.451442,,0.9043458,,0.1205,0.00907,0.31186,781693026304.0,73.383003,10.729022,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Decent ROE; Healthy margins; High insider/promoter proxy,Watchlist
AUROPHARMA,Aurobindo Pharma Limited,AUROPHARMA.NS,Drug Manufacturers - Specialty & Generic,Healthcare,19.303682,15.426934,,1.9204667,22.248,,,0.10509,673032896512.0,54.196,27.370273500000003,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,GLAXO.NS,Drug Manufacturers - General,Healthcare,43.102074,37.897114,,25.76085,2.091,,,0.26863,439930519552.0,75.646,48.728283000000005,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
COCHINSHIP,Cochin Shipyard Limited,COCHINSHIP.NS,Aerospace & Defense,Industrials,54.94569,45.56999,,7.003004,20.291,,,0.13733,399362293760.0,67.916,61.2582225,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
AIAENG,AIA Engineering Limited,AIAENG.NS,Specialty Industrial Machinery,Industrials,31.746925,29.670233,,5.002356,13.852,,,0.26959,368522133504.0,58.539003,41.679718,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
GRSE,Garden Reach Shipbuilders & Engineers Limited,GRSE.NS,Aerospace & Defense,Industrials,41.15116,31.14142,,12.356227,1.393,,,0.10559,283826126848.0,74.5,61.2582225,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
EMAMILTD,Emami Limited,EMAMILTD.NS,Household & Personal Products,Consumer Defensive,26.380638,23.016054,,7.1399865,2.457,,,0.20806,209365204992.0,56.97,49.009617,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
CASTROLIND,Castrol India Limited,CASTROLIND.NS,Oil & Gas Refining & Marketing,Energy,19.576643,16.485949,,9.786281,3.305,0.45466,0.22167,0.16603,185697845248.0,51.312000000000005,12.456693,,,overvalued_vs_industry,7,Forward PE improving; High ROE; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
BRIGADE,Brigade Enterprises Limited,BRIGADE.NS,Real Estate - Development,Real Estate,24.212162,17.06449,,2.7921875,75.557,,,0.13083,181158166528.0,46.723,27.3584965,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
CAPLIPOINT,Caplin Point Laboratories Limited,CAPLIPOINT.NS,Drug Manufacturers - Specialty & Generic,Healthcare,21.009436,18.472708,,4.1693463,0.166,,,0.29341,128836304896.0,73.67899999999999,27.370273500000003,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
FINCABLES,Finolex Cables Limited,FINCABLES.NS,Electrical Equipment & Parts,Industrials,17.795506,14.556985,,2.1246798,0.377,,,0.11418,121112674304.0,58.655,24.875765,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
FINPIPE,Finolex Industries Limited,FINPIPE.NS,Building Products & Equipment,Industrials,23.356703,20.14748,,1.9838691,0.359,,,0.1265,117411627008.0,59.161997,38.7133405,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
ALIVUS,Alivus Life Sciences Limited,ALIVUS.NS,Drug Manufacturers - Specialty & Generic,Healthcare,20.57714,18.522083,,3.7057905,2.005,,,0.21641001,112105250816.0,76.098,27.370273500000003,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
BLS,BLS International Services Limited,BLS.NS,Specialty Business Services,Industrials,17.183098,13.835052,,5.1833687,16.545,,,0.22389999,110497882112.0,73.11,25.92695,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
CELLO,Cello World Limited,CELLO.NS,"Furnishings, Fixtures & Appliances",Consumer Cyclical,31.743021,25.595812,,4.280075,0.221,,,0.13387999,97978572800.0,75.0,58.81542,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
ELECON,Elecon Engineering Company Limited,ELECON.NS,Specialty Industrial Machinery,Industrials,19.604467,18.850111,,4.2118626,11.49,,,0.19917999,94539694080.0,63.138000000000005,41.679718,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
CERA,Cera Sanitaryware Limited,CERA.NS,Building Products & Equipment,Industrials,30.960018,25.388142,,4.795003,4.352,,,0.10647,65693945856.0,57.045,38.7133405,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
BLUEJET,Blue Jet Healthcare Limited,BLUEJET.NS,Biotechnology,Healthcare,21.056213,18.367361,,4.9084787,1.643,,,0.27876,61727670272.0,79.811996,24.047493,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
AURIONPRO,Aurionpro Solutions Limited,AURIONPRO.NS,Software - Infrastructure,Technology,26.250347,17.370064,,3.0430167,1.841,,,0.14228,52220952576.0,58.513999999999996,46.6779085,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
EPIGRAL,Epigral Limited,EPIGRAL.NS,Chemicals,Basic Materials,12.004086,11.696518,,1.9313234,25.565,,,0.13971,40570114048.0,68.858004,23.193705,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
AGI,AGI Greenpac Limited,AGI.NS,Packaging & Containers,Consumer Cyclical,11.135392,8.98511,,1.6719848,20.88,,,0.12668,37087772672.0,70.587,19.565834000000002,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
ANUP,The Anup Engineering Limited,ANUP.NS,Specialty Industrial Machinery,Industrials,29.671959,27.877048,,5.350816,24.782,,,0.138,34273128448.0,48.150003000000005,41.679718,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
ASHIANA,Ashiana Housing Limited,ASHIANA.NS,Real Estate - Development,Real Estate,27.464195,18.953487,,3.8509245,39.983,0.14652,0.0197,0.11271,32771102720.0,71.74299400000001,27.3584965,,,fair_vs_industry,7,PE acceptable; Forward PE improving; Decent ROE; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
EIEL,Enviro Infra Engineers Limited,EIEL.NS,Engineering & Construction,Industrials,13.478225,9.694577,,2.4772563,25.86,,,0.18259001,28248041472.0,70.131,19.837837,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
AJMERA,Ajmera Realty & Infra India Limited,AJMERA.NS,Real Estate - Development,Real Estate,20.878195,5.7088814,,2.1653485,47.19,,,0.14737001,27341207552.0,72.88799999999999,27.3584965,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
CARYSIL,CARYSIL LIMITED,CARYSIL.NS,"Furnishings, Fixtures & Appliances",Consumer Cyclical,29.93649,23.513126,,4.738067,42.1,,,0.10026,26821795840.0,48.125,58.81542,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
GIPCL,Gujarat Industries Power Company Limited,GIPCL.NS,Utilities - Regulated Electric,Utilities,11.236541,9.0039215,,0.6055917,79.265,,,0.1037,21388007424.0,65.13799999999999,92.9298495,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
GENESYS,Genesys International Corporation Limited,GENESYS.NS,Software - Application,Technology,32.87863,23.305147,,1.9260453,21.419,,,0.12324,13245460480.0,45.131,37.596775,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
EXCELSOFT,Excelsoft Technologies Limited,EXCELSOFT.NS,Software - Application,Technology,20.768856,15.807407,,2.2252345,11.581,,,0.18086,9823584256.0,64.496005,37.596775,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
EIMCOELECO,Eimco Elecon (India) Limited,EIMCOELECO.NS,Farm & Heavy Construction Machinery,Industrials,19.685974,16.958946,,2.0695908,0.376,,,0.20702,9293445120.0,53.61900000000001,27.0061245,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
DENTA,Denta Water and Infra Solutions Limited,DENTA.NS,Engineering & Construction,Industrials,10.203794,8.236156,,1.5469942,3.104,,,0.26182,6751095296.0,71.91000600000001,19.837837,,,undervalued_vs_industry,7,PE favorable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
ADANIPORTS,Adani Ports and Special Economic Zone Limited,ADANIPORTS.NS,Marine Shipping,Industrials,26.177692,21.62385,,4.86852,81.556,0.19407,,0.34236,3482434142208.0,68.052,13.1053525,,,overvalued_vs_industry,6,Forward PE improving; High ROE; Healthy margins; High insider/promoter proxy,Watchlist
BAJAJ-AUTO,Bajaj Auto Limited,BAJAJ-AUTO.NS,Auto Manufacturers,Consumer Cyclical,30.863886,24.732676,,8.013669,57.257,,,0.15052,2738629640192.0,59.971,30.863886,,,fair_vs_industry,6,PE acceptable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
BAJAJHLDNG,Bajaj Holdings & Investment Limited,BAJAJHLDNG.NS,Asset Management,Financial Services,14.164356,,,1.8353343,0.019,,,7.35322,1245151756288.0,61.576,25.716920000000002,,,undervalued_vs_industry,6,PE favorable; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
GAIL,GAIL (India) Limited,GAIL.NS,Utilities - Regulated Gas,Utilities,12.8996935,10.027189,,1.2566574,25.373,,,0.060289998,1107703627776.0,62.439996,20.0474035,,,undervalued_vs_industry,6,PE favorable; Forward PE improving; Manageable debt; High insider/promoter proxy,Watchlist
HEROMOTOCO,Hero MotoCorp Limited,HEROMOTOCO.NS,Auto Manufacturers,Consumer Cyclical,20.0801,18.498968,,5.2062793,3.395,,,0.12258001,1093490638848.0,37.59,30.863886,,,undervalued_vs_industry,6,PE favorable; Forward PE improving; Healthy margins; Manageable debt; Moderate insider/promoter proxy,Watchlist
CIPLA,Cipla Limited,CIPLA.NS,Drug Manufacturers - Specialty & Generic,Healthcare,23.867237,23.818281,,3.2907925,1.415,,,0.16256,1083314667520.0,30.959999999999997,27.370273500000003,,,undervalued_vs_industry,6,PE favorable; Forward PE improving; Healthy margins; Manageable debt; Moderate insider/promoter proxy,Watchlist
DABUR,Dabur India Limited,DABUR.NS,Household & Personal Products,Consumer Defensive,49.009617,42.1017,,8.2545185,11.464,,,0.14220999,904049852416.0,67.647004,49.009617,,,fair_vs_industry,6,PE acceptable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
GICRE,General Insurance Corporation of India,GICRE.NS,Insurance - Reinsurance,Financial Services,6.94004,6.657395,,0.6710641,,0.10142,0.03314,0.18316999,668075491328.0,82.39699999999999,6.94004,,,fair_vs_industry,6,PE acceptable; Forward PE improving; Decent ROE; Healthy margins; High insider/promoter proxy,Watchlist
COLPAL,Colgate Palmolive (India) Limited,COLPAL.NS,Household & Personal Products,Consumer Defensive,45.048164,40.885765,,37.78343,3.791,,,0.22483,597797175296.0,51.429002999999994,49.009617,,,fair_vs_industry,6,PE acceptable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
BALKRISIND,Balkrishna Industries Limited,BALKRISIND.NS,Auto Parts,Consumer Cyclical,36.763927,26.760038,,4.6203256,35.269,,,0.1233,482287714304.0,58.559000000000005,31.902037999999997,,,fair_vs_industry,6,PE acceptable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
AIIL,Authum Investment & Infrastructure Limited,AIIL.NS,Capital Markets,Financial Services,11.819668,,,2.639128,20.291,,,1.10109,429708083200.0,83.05,19.719402,,,undervalued_vs_industry,6,PE favorable; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
CONCOR,Container Corporation of India Limited,CONCOR.NS,Railroads,Industrials,29.940477,23.39535,,2.9957592,7.016,,,0.14035,383093800960.0,57.931999999999995,29.940477,,,fair_vs_industry,6,PE acceptable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
ESCORTS,Escorts Kubota Limited,ESCORTS.NS,Farm & Heavy Construction Machinery,Industrials,28.572145,24.550713,,3.163631,0.871,,,0.21711999,376043438080.0,74.669,27.0061245,,,fair_vs_industry,6,PE acceptable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
CENTRALBK,Central Bank of India,CENTRALBK.NS,Banks - Regional,Financial Services,7.0422797,,,0.8757773,,0.13226,0.00976,0.28488,346944634880.0,89.27200400000001,10.729022,,,undervalued_vs_industry,6,PE favorable; Decent ROE; Healthy margins; High insider/promoter proxy,Watchlist
ACC,ACC Limited,ACC.NS,Building Materials,Basic Materials,11.454752,13.510535,,1.5192153,2.435,,,0.10697,302825734144.0,57.496,32.78429,,,undervalued_vs_industry,6,PE favorable; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
AWL,AWL Agri Business Limited,AWL.NS,Packaged Foods,Consumer Defensive,27.231825,20.584715,,2.5950665,11.063,,,0.013150001,257356300288.0,67.094004,30.943987,,,undervalued_vs_industry,6,PE favorable; Forward PE improving; Manageable debt; High insider/promoter proxy,Watchlist
EIHOTEL,EIH Limited,EIHOTEL.NS,Lodging,Consumer Cyclical,31.739553,27.216667,,4.33847,5.176,,,0.21992001,204243943424.0,69.939005,29.1856325,,,fair_vs_industry,6,PE acceptable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
CHALET,Chalet Hotels Limited,CHALET.NS,Lodging,Consumer Cyclical,31.253618,30.064304,,5.532074,72.88,,,0.22129999,189143318528.0,72.251,29.1856325,,,fair_vs_industry,6,PE acceptable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
AVANTIFEED,Avanti Feeds Limited,AVANTIFEED.NS,Packaged Foods,Consumer Defensive,23.92313,28.677282,,6.1134243,0.441,,,0.10572,184115445760.0,70.93599400000001,30.943987,,,undervalued_vs_industry,6,PE favorable; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
GESHIP,The Great Eastern Shipping Company Limited,GESHIP.NS,Marine Shipping,Industrials,8.143227,7.975217,,1.2071899,8.236,,,0.44164002,183769890816.0,30.074,13.1053525,,,undervalued_vs_industry,6,PE favorable; Forward PE improving; Healthy margins; Manageable debt; Moderate insider/promoter proxy,Watchlist
CIEINDIA,CIE Automotive India Limited,CIEINDIA.NS,Auto Parts,Consumer Cyclical,22.223011,17.082802,,2.5731485,5.71,,,0.08866,178326372352.0,66.521,31.902037999999997,,,undervalued_vs_industry,6,PE favorable; Forward PE improving; Manageable debt; High insider/promoter proxy,Watchlist
GSPL,Gujarat State Petronet Limited,GSPL.NS,Utilities - Regulated Gas,Utilities,16.107239,13.707675,,1.4199752,0.876,,,0.06461,169544433664.0,49.116,20.0474035,,,undervalued_vs_industry,6,PE favorable; Forward PE improving; Manageable debt; High insider/promoter proxy,Watchlist
DCMSHRIRAM,DCM Shriram Limited,DCMSHRIRAM.NS,Conglomerates,Industrials,25.709913,25.481915,,2.365555,30.055,,,0.050229996,169299787776.0,77.959,35.581356,,,undervalued_vs_industry,6,PE favorable; Forward PE improving; Manageable debt; High insider/promoter proxy,Watchlist
ELGIEQUIP,Elgi Equipments Limited,ELGIEQUIP.NS,Specialty Industrial Machinery,Industrials,41.679718,34.561687,,8.376086,26.275,,,0.10553,168080015360.0,46.607,41.679718,,,fair_vs_industry,6,PE acceptable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
DATAPATTNS,Data Patterns (India) Limited,DATAPATTNS.NS,Aerospace & Defense,Industrials,67.570755,47.723904,,10.860911,0.378,,,0.25311002,167089750016.0,54.69199999999999,61.2582225,,,fair_vs_industry,6,PE acceptable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
ECLERX,eClerx Services Limited,ECLERX.NS,Information Technology Services,Technology,25.509691,20.51778,,6.3608246,15.04,,,0.17119,164596154368.0,57.34,23.156301499999998,,,fair_vs_industry,6,PE acceptable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
EIDPARRY,EID Parry India Limited,EIDPARRY.NS,Agricultural Inputs,Basic Materials,13.280923,11.12798,,1.8239589,18.388,,,0.03174,157862051840.0,48.099998,16.505262,,,undervalued_vs_industry,6,PE favorable; Forward PE improving; Manageable debt; High insider/promoter proxy,Watchlist
CEATLTD,CEAT Limited,CEATLTD.NS,Auto Parts,Consumer Cyclical,27.700058,17.177803,,3.3556643,67.986,,,0.03721,153047662592.0,48.446998,31.902037999999997,,,undervalued_vs_industry,6,PE favorable; Forward PE improving; Manageable debt; High insider/promoter proxy,Watchlist
APLLTD,Alembic Pharmaceuticals Limited,APLLTD.NS,Drug Manufacturers - Specialty & Generic,Healthcare,23.808113,17.65567,,2.8187823,28.004,,,0.08655,150350872576.0,70.56400000000001,27.370273500000003,,,undervalued_vs_industry,6,PE favorable; Forward PE improving; Manageable debt; High insider/promoter proxy,Watchlist
AKZOINDIA,Akzo Nobel India Limited,AKZOINDIA.NS,Specialty Chemicals,Basic Materials,7.107388,28.979126,,6.167664,3.157,,,0.52033,139098324992.0,62.231,24.245389000000003,,,undervalued_vs_industry,6,PE favorable; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,DEEPAKFERT.NS,Chemicals,Basic Materials,14.430982,10.878942,,1.9385967,62.046,,,0.0784,126428512256.0,48.149,23.193705,,,undervalued_vs_industry,6,PE favorable; Forward PE improving; Manageable debt; High insider/promoter proxy,Watchlist
BBTC,The Bombay Burmah Trading Corporation Limited,BBTC.NS,Packaged Foods,Consumer Defensive,11.198085,4.757162,,1.9809597,30.298,,,0.056799997,123970723840.0,75.33,30.943987,,,undervalued_vs_industry,6,PE favorable; Forward PE improving; Manageable debt; High insider/promoter proxy,Watchlist
ENGINERSIN,Engineers India Limited,ENGINERSIN.NS,Engineering & Construction,Industrials,22.479078,18.26345,,4.4510264,0.731,,,0.19338,120878931968.0,51.364,19.837837,,,fair_vs_industry,6,PE acceptable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
HEG,HEG Limited,HEG.NS,Electrical Equipment & Parts,Industrials,28.174685,17.760933,,2.30054,13.812,,,0.15168999,107727405056.0,59.643,24.875765,,,fair_vs_industry,6,PE acceptable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
ACE,Action Construction Equipment Limited,ACE.NS,Farm & Heavy Construction Machinery,Industrials,24.328548,22.271908,,5.766921,8.005,,,0.13161,102853525504.0,66.82900000000001,27.0061245,,,fair_vs_industry,6,PE acceptable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
GRINFRA,G R Infraprojects Limited,GRINFRA.NS,Engineering & Construction,Industrials,8.583752,10.840544,,1.0561898,62.543,,,0.1345,94474248192.0,75.877,19.837837,,,undervalued_vs_industry,6,PE favorable; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
BANCOINDIA,Banco Products (I) Limited,BANCOINDIA.NS,Auto Parts,Consumer Cyclical,19.084507,,,5.6923804,44.582,,,0.13282,93031456768.0,69.971,31.902037999999997,,,undervalued_vs_industry,6,PE favorable; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
BIRLACORPN,Birla Corporation Limited,BIRLACORPN.NS,Building Materials,Basic Materials,14.991851,13.2924385,,1.0901008,44.718,,,0.05391,77961633792.0,63.257,32.78429,,,undervalued_vs_industry,6,PE favorable; Forward PE improving; Manageable debt; High insider/promoter proxy,Watchlist
GENUSPOWER,Genus Power Infrastructures Limited,GENUSPOWER.NS,Electrical Equipment & Parts,Industrials,13.351282,10.916142,,3.7802558,91.662,,,0.13103,73490776064.0,67.97,24.875765,,,undervalued_vs_industry,6,PE favorable; Forward PE improving; Healthy margins; High insider/promoter proxy,Watchlist
AKUMS,Akums Drugs and Pharmaceuticals Limited,AKUMS.NS,Drug Manufacturers - Specialty & Generic,Healthcare,22.88756,19.366459,,2.3291993,2.85,,,0.0747,73284829184.0,84.928,27.370273500000003,,,undervalued_vs_industry,6,PE favorable; Forward PE improving; Manageable debt; High insider/promoter proxy,Watchlist
DODLA,Dodla Dairy Limited,DODLA.NS,Food Distribution,Consumer Defensive,35.84464,21.939623,,4.579269,3.614,,,0.06697,70149177344.0,63.912,47.333332,,,undervalued_vs_industry,6,PE favorable; Forward PE improving; Manageable debt; High insider/promoter proxy,Watchlist
EPL,EPL Limited,EPL.NS,Packaging & Containers,Consumer Cyclical,17.002398,13.722581,,2.5937128,32.296,,,0.087629996,68130082816.0,56.302,19.565834000000002,,,undervalued_vs_industry,6,PE favorable; Forward PE improving; Manageable debt; High insider/promoter proxy,Watchlist
CCAVENUE,AvenuesAI Limited,CCAVENUE.NS,Software - Infrastructure,Technology,23.666666,17.922329,,1.2805215,1.811,,,0.03665,64259620864.0,56.393003,46.6779085,,,undervalued_vs_industry,6,PE favorable; Forward PE improving; Manageable debt; High insider/promoter proxy,Watchlist
FDC,FDC Limited,FDC.NS,Drug Manufacturers - Specialty & Generic,Healthcare,27.695196,15.832619,,2.4597597,0.852,,,0.10428,60089028608.0,69.95400000000001,27.370273500000003,,,fair_vs_industry,6,PE acceptable; Forward PE improving; Healthy margins; Manageable debt; High insider/promoter proxy,Watchlist
FIEMIND,Fiem Industries Limited,FIEMIND.NS,Auto Parts,Consumer Cyclical,24.690105,20.38764,,5.5611186,5.696,,,0.09076,60077256704.0,54.521,31.902037999999997,,,undervalued_vs_industry,6,PE favorable; Forward PE improving; Manageable debt; High insider/promoter proxy,Watchlist
